"Anno di pubblicazione","ID prodotto","Handle","Titolo","rivista: denominazione","DOI","scopus: funding funders"
"2025","244055","11579/224483","Search for CP violation in events with top quarks and Z bosons at s=13 and 13.6 TeV","PHYSICS LETTERS. SECTION B","10.1016/j.physletb.2025.139857","501100001412 - Council of Scientific and Industrial Research, India; 100014440 - Ministerio de Ciencia, Innovación y Universidades; 501100006348 - Benemérita Universidad Autónoma de Puebla; 100009999 - Center for African Studies; 501100001502 - Department of Atomic Energy, Government of India; 501100004742 - National Academy of Sciences of Ukraine; 501100004192 - National Science and Technology Development Agency; 501100002338 - Ministry of Education of the People's Republic of China; 100000001 - National Science Foundation; 100011535 - Missouri University of Science and Technology; 501100012441 - Institut National de Physique Nucléaire et de Physique des Particules; 501100005375 - Latvijas Zinātnes Padome; 501100000271 - Science and Technology Facilities Council; 501100008688 - Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional; 501100003381 - Ministério da Educação e Ciência; 501100004586 - Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro; 501100004386 - Universiti Malaya; 501100013699 - Bundesministerium für Bildung, Wissenschaft und Forschung; 501100013209 - Hellenic Foundation for Research and Innovation; 501100001868 - National Science Council; 501100008981 - Ministry of Science,Technology and Research; 100001169 - Hispanics in Philanthropy; 100010096 - Secretaría de Educación Pública; 501100002428 - Austrian Science Fund; 501100001409 - Department of Science and Technology, Ministry of Science and Technology, India; 501100003141 - Consejo Nacional de Humanidades, Ciencias y Tecnologías; 501100004794 - Centre National de la Recherche Scientifique; 501100002347 - Bundesministerium für Bildung und Forschung; 501100003130 - Fonds Wetenschappelijk Onderzoek; 501100004410 - Türkiye Bilimsel ve Teknolojik Araştırma Kurumu; 100001201 - Kavli Foundation; 501100002341 - Research Council of Finland; 501100003593 - Conselho Nacional de Desenvolvimento Científico e Tecnológico; 501100008689 - Pakistan Atomic Energy Commission; 501100002322 - Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; 100008931 - California Earthquake Authority; 100020381 - Türkiye Enerji, Nükleer ve Maden Araştırma Kurumu; 501100011019 - Nemzeti Kutatási Fejlesztési és Innovációs Hivatal; 501100004564 - Ministarstvo Prosvete, Nauke i Tehnološkog Razvoja; 501100001602 - Science Foundation Ireland; 100000015 - U.S. Department of Energy; 100023048 - International Council of Shopping Centers; 501100001807 - Fundação de Amparo à Pesquisa do Estado de São Paulo; 100013521 - Cosmetic Surgery Foundation; 501100011033 - Agencia Estatal de Investigación; 501100003448 - General Secretariat for Research and Innovation; 501100003336 - Bulgarian National Science Fund; 100016905 - Hugh Green Foundation; 100022965 - Ministerio de Ciencia, Tecnología e Innovación; 100000879 - Alfred P. Sloan Foundation; 100003941 - Maryland Ornithological Society; 501100016204 - Ministry of Higher Education, Science, Research and Innovation, Thailand; 501100002661 - Fonds De La Recherche Scientifique - FNRS; 501100004263 - Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul; 100011223 - Weston Havens Foundation; 501100006115 - Institute for Research in Fundamental Sciences; 501100004117 - A.G. Leventis Foundation; 501100000781 - European Research Council; 501100003134 - Fonds pour la Formation à la Recherche dans l’Industrie et dans l’Agriculture; 501100008530 - European Regional Development Fund; 100007065 - Nvidia; 100012470 - CERN; 501100001823 - Ministerstvo Školství, Mládeže a Tělovýchovy; 100028114 - National Retail Federation; 501100004083 - Ministry of Science ICT and Future Planning; 501100004299 - Secretaría de Educación Superior, Ciencia, Tecnología e Innovación; 501100004629 - Ministry for Business Innovation and Employment; 501100012226 - Fundamental Research Funds for the Central Universities; 5011000"
"2025","244059","11579/224472","Measurement of (Formula presented) and (Formula presented) Production Cross Sections at (Formula presented) and 13.6 TeV","PHYSICAL REVIEW LETTERS","10.1103/6z3d-zjw4",""
"2025","244060","11579/224471","Search for jet quenching with dijets from high-multiplicity pPb collisions at = 8.16 TeV","JOURNAL OF HIGH ENERGY PHYSICS","10.1007/JHEP07(2025)118",""
"2025","244063","11579/224470","Measurement of event shapes in minimum-bias events from proton-proton collisions at √s = 13 TeV","PHYSICAL REVIEW D","10.1103/rqvb-gfb7",""
"2025","244064","11579/224469","Search for dark matter produced in association with a Higgs boson decaying to a τ lepton pair in proton-proton collisions at TeV","JOURNAL OF HIGH ENERGY PHYSICS","10.1007/JHEP10(2025)170",""
"2025","244066","11579/224468","Measurements of inclusive and differential Higgs boson production cross sections at TeV in the H → γγ decay channel","JOURNAL OF HIGH ENERGY PHYSICS","10.1007/JHEP09(2025)070",""
"2025","244068","11579/224642","Angular analysis of the B0 → K⁎(892)0μ+μ− decay in proton-proton collisions at 
                     
                       
                         
                          s 
                         
                       
                      = 
                      13 
                       
                      TeV","PHYSICS LETTERS. SECTION B","10.1016/j.physletb.2025.139406","501100001412 - Council of Scientific and Industrial Research, India; 501100003524 - Ministry of Business, Innovation and Employment; 501100005992 - Ministry of Education and Science; 501100006348 - Benemérita Universidad Autónoma de Puebla; 501100001502 - Department of Atomic Energy, Government of India; 501100004742 - National Academy of Sciences of Ukraine; 501100004192 - National Science and Technology Development Agency; 501100003725 - National Research Foundation of Korea; 501100003176 - Ministerio de Educación, Cultura y Deporte; 100000001 - National Science Foundation; 501100012441 - Institut National de Physique Nucléaire et de Physique des Particules; 501100005375 - Latvijas Zinātnes Padome; 501100000271 - Science and Technology Facilities Council; 501100008688 - Centro de Investigación y de Estudios Avanzados del Instituto Politécnico Nacional; 501100004586 - Fundação Carlos Chagas Filho de Amparo à Pesquisa do Estado do Rio de Janeiro; 501100004837 - Ministerio de Ciencia e Innovación; 501100004386 - Universiti Malaya; 501100004663 - Ministry of Science and Technology, Taiwan; 501100013209 - Hellenic Foundation for Research and Innovation; 501100008981 - Ministry of Science,Technology and Research; 100001169 - Hispanics in Philanthropy; 501100004007 - Instituto Nazionale di Fisica Nucleare; 100010096 - Secretaría de Educación Pública; 501100002428 - Austrian Science Fund; 501100001409 - Department of Science and Technology, Ministry of Science and Technology, India; 501100003141 - Consejo Nacional de Humanidades, Ciencias y Tecnologías; 501100002749 - Belgian Federal Science Policy Office; 501100004794 - Centre National de la Recherche Scientifique; 501100002347 - Bundesministerium für Bildung und Forschung; 501100003130 - Fonds Wetenschappelijk Onderzoek; 501100004410 - Türkiye Bilimsel ve Teknolojik Araştırma Kurumu; 100001201 - Kavli Foundation; 501100001656 - Helmholtz-Gemeinschaft; 501100006489 - Commissariat à l'Énergie Atomique et aux Énergies Alternatives; 501100002341 - Research Council of Finland; 501100003593 - Conselho Nacional de Desenvolvimento Científico e Tecnológico; 501100008689 - Pakistan Atomic Energy Commission; 501100002322 - Coordenação de Aperfeiçoamento de Pessoal de Nível Superior; 100020381 - Türkiye Enerji, Nükleer ve Maden Araştırma Kurumu; 501100001459 - Ministry of Education - Singapore; 501100004564 - Ministarstvo Prosvete, Nauke i Tehnološkog Razvoja; 501100001602 - Science Foundation Ireland; 100000015 - U.S. Department of Energy; 100023048 - International Council of Shopping Centers; 501100001807 - Fundação de Amparo à Pesquisa do Estado de São Paulo; 100013521 - Cosmetic Surgery Foundation; 501100011033 - Agencia Estatal de Investigación; 501100003448 - General Secretariat for Research and Innovation; 501100003336 - Bulgarian National Science Fund; 100009131 - Direktion für Entwicklung und Zusammenarbeit; 501100010571 - Bundesministerium für Bildung, Wissenschaft, Forschung und Technologie; 100022965 - Ministerio de Ciencia, Tecnología e Innovación; 100000879 - Alfred P. Sloan Foundation; 100003941 - Maryland Ornithological Society; 501100002367 - Chinese Academy of Sciences; 501100016204 - Ministry of Higher Education, Science, Research and Innovation, Thailand; 501100002661 - Fonds De La Recherche Scientifique - FNRS; 501100004263 - Fundação de Amparo à Pesquisa do Estado do Rio Grande do Sul; 100011223 - Weston Havens Foundation; 501100006115 - Institute for Research in Fundamental Sciences; 501100003825 - Magyar Tudományos Akadémia; 501100004117 - A.G. Leventis Foundation; 501100003134 - Fonds pour la Formation à la Recherche dans l’Industrie et dans l’Agriculture; 501100022285 - Laboratorio Nacional de Supercómputo del Sureste de Mexico; 501100008530 - European Regional Development Fund; 100007065 - Nvidia; 100012470 - CERN; 501100001823 - Ministerstvo Školství, Mládeže a Tělov"
"2025","244084","11579/224503","Prevalenza dei comportamenti di gioco d’azzardo in un campione di preadolescenti italiani tra i 12 e i 14 anni","EPIDEMIOLOGIA E PREVENZIONE","10.19191/EP25.4.A873.073",""
"2025","244104","11579/224522","The Association of Substance Use and Antisocial Behaviours with the Probability of Gambling among Adolescents","EUROPEAN ADDICTION RESEARCH","10.1159/000546587","100020336 - Massachusetts Department of Mental Health;"
"2025","244124","11579/224542","Infrastrutture energetiche e potere tariffario","RIVISTA DELLA REGOLAZIONE DEI MERCATI","",""
"2025","244126","11579/224547","Search for hadronic decays of feebly-interacting particles at NA62","THE EUROPEAN PHYSICAL JOURNAL. C, PARTICLES AND FIELDS","10.1140/epjc/s10052-025-14133-w","501100000271 - Science and Technology Facilities Council; 501100003141 - Consejo Nacional de Humanidades, Ciencias y Tecnologías; 501100002347 - Bundesministerium für Bildung und Forschung; 100010661 - Horizon 2020 Framework Programme; 100012964 - Enseignement Supérieur et de la Recherche Scientifique; 501100003193 - Ministerstvo školstva, vedy, výskumu a športu Slovenskej republiky; 100012470 - CERN; 501100013168 - Istituto Nazionale di Fisica Nucleare; 100000001 - National Science Foundation; 100000001 - National Science Foundation; 501100000781 - European Research Council; 501100000781 - European Research Council; 501100000038 - Natural Sciences and Engineering Research Council of Canada; 501100000038 - Natural Sciences and Engineering Research Council of Canada; 501100001824 - Grantová Agentura České Republiky; 501100001824 - Grantová Agentura České Republiky; 501100019278 - Institutul de Fizică Atomică; 501100019278 - Institutul de Fizică Atomică; 501100000288 - Royal Society; 501100000288 - Royal Society; 501100002661 - Fonds De La Recherche Scientifique - FNRS; 501100002661 - Fonds De La Recherche Scientifique - FNRS; 501100001665 - Agence Nationale de la Recherche; 501100001665 - Agence Nationale de la Recherche; 501100001823 - Ministerstvo Školství, Mládeže a Tělovýchovy; 501100001823 - Ministerstvo Školství, Mládeže a Tělovýchovy; 100007397 - Univerzita Karlova v Praze; 100007397 - Univerzita Karlova v Praze; 501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca; 501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca;"
"2025","244127","11579/224546","Observation of the K+→π+νν¯ decay and measurement of its branching ratio","JOURNAL OF HIGH ENERGY PHYSICS","10.1007/JHEP02(2025)191","501100004007 - Instituto Nazionale di Fisica Nucleare; 501100003141 - Consejo Nacional de Humanidades, Ciencias y Tecnologías; 501100002347 - Bundesministerium für Bildung und Forschung; 100012964 - Enseignement Supérieur et de la Recherche Scientifique; 100012470 - CERN; 501100007601 - Horizon 2020; 501100001824 - Grantová Agentura České Republiky; 501100001824 - Grantová Agentura České Republiky; 501100000038 - Natural Sciences and Engineering Research Council of Canada; 501100000038 - Natural Sciences and Engineering Research Council of Canada; 501100002661 - Fonds De La Recherche Scientifique - FNRS; 501100002661 - Fonds De La Recherche Scientifique - FNRS; 501100001823 - Ministerstvo Školství, Mládeže a Tělovýchovy; 501100001823 - Ministerstvo Školství, Mládeže a Tělovýchovy; 501100000781 - European Research Council; 501100000781 - European Research Council; 501100001665 - Agence Nationale de la Recherche; 501100001665 - Agence Nationale de la Recherche; 501100000288 - Royal Society; 501100000288 - Royal Society; 100000001 - National Science Foundation; 100000001 - National Science Foundation; 501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca; 501100003407 - Ministero dell’Istruzione, dell’Università e della Ricerca; 100007397 - Univerzita Karlova v Praze; 100007397 - Univerzita Karlova v Praze; 100010665 - H2020 Marie Skłodowska-Curie Actions; 100010665 - H2020 Marie Skłodowska-Curie Actions; 501100000271 - Science and Technology Facilities Council; 501100000271 - Science and Technology Facilities Council; 501100019278 - Institutul de Fizică Atomică; 501100019278 - Institutul de Fizică Atomică;"
